company_id,company,dimension,prior,weight,rationale,status,source_ids
C030,Moody's,feedback,4,15,"Permissioned credit histories, market records, ratings expertise and licensed data feeds. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C030,Moody's,testability,3,10,Compare incumbent and challenger performance on identical lawful datasets. Then add proprietary features to isolate their marginal value.,HYPOTHESIS,
C030,Moody's,distribution,5,15,Credit expertise and analytics relationships. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
C030,Moody's,capture,5,20,"Licenses, data entitlements and embedded decision workflows can support paid tools. Public facts alone are a weak moat. Company-specific risk: Credit issuance cycles and model commoditization.",HYPOTHESIS,
C031,Experian,asset,5,20,Consumer and business credit files and decision workflows. Verify exclusivity and practical reuse.,HYPOTHESIS,
C031,Experian,ai_leverage,5,20,"AI can turn curated records into underwriting, research and compliance decisions with less manual reconciliation. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C031,Experian,feedback,5,15,"Permissioned credit histories, market records, ratings expertise and licensed data feeds. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C031,Experian,testability,4,10,Compare incumbent and challenger performance on identical lawful datasets. Then add proprietary features to isolate their marginal value.,HYPOTHESIS,
C031,Experian,distribution,5,15,Consumer and business credit files and decision workflows. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
C031,Experian,capture,4,20,"Licenses, data entitlements and embedded decision workflows can support paid tools. Public facts alone are a weak moat. Company-specific risk: Consent, fairness and data portability constrain exclusivity.",HYPOTHESIS,
C032,London Stock Exchange Group,asset,5,20,"Market data, benchmarks and financial workflow distribution. Verify exclusivity and practical reuse.",HYPOTHESIS,
C032,London Stock Exchange Group,ai_leverage,4,20,"AI can turn curated records into underwriting, research and compliance decisions with less manual reconciliation. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C032,London Stock Exchange Group,feedback,4,15,"Permissioned credit histories, market records, ratings expertise and licensed data feeds. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C032,London Stock Exchange Group,testability,3,10,Compare incumbent and challenger performance on identical lawful datasets. Then add proprietary features to isolate their marginal value.,HYPOTHESIS,
C032,London Stock Exchange Group,distribution,5,15,"Market data, benchmarks and financial workflow distribution. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,
C032,London Stock Exchange Group,capture,5,20,"Licenses, data entitlements and embedded decision workflows can support paid tools. Public facts alone are a weak moat. Company-specific risk: Supplier licensing and platform integration costs.",HYPOTHESIS,
C033,Intercontinental Exchange,asset,5,20,"Exchange, data and mortgage workflow infrastructure. Verify exclusivity and practical reuse.",HYPOTHESIS,
C033,Intercontinental Exchange,ai_leverage,4,20,"AI can turn curated records into underwriting, research and compliance decisions with less manual reconciliation. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C033,Intercontinental Exchange,feedback,4,15,"Permissioned credit histories, market records, ratings expertise and licensed data feeds. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C033,Intercontinental Exchange,testability,3,10,Compare incumbent and challenger performance on identical lawful datasets. Then add proprietary features to isolate their marginal value.,HYPOTHESIS,
C033,Intercontinental Exchange,distribution,5,15,"Exchange, data and mortgage workflow infrastructure. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,
C033,Intercontinental Exchange,capture,5,20,"Licenses, data entitlements and embedded decision workflows can support paid tools. Public facts alone are a weak moat. Company-specific risk: Financial cycles and uneven segment-level capture.",HYPOTHESIS,
C034,RELX,asset,5,20,Enriched professional content and decision workflows. Verify exclusivity and practical reuse.,HYPOTHESIS,S04
C034,RELX,ai_leverage,5,20,"AI can convert reference content into validated research, drafting and compliance work. Incremental financial materiality remains unmeasured.",HYPOTHESIS,S04
C034,RELX,feedback,4,15,"Editorial enrichment, citations, licensed archives and trusted professional workflows. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,S04
C034,RELX,testability,4,10,"Benchmark against generic models and new specialist entrants on blinded jurisdiction-specific tasks, including total human checking time.",HYPOTHESIS,S04
C034,RELX,distribution,5,15,Enriched professional content and decision workflows. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,S04
C034,RELX,capture,5,20,Paid workflow expansion can exceed lost search seats if customers trust the output and need the underlying content rights. Company-specific risk: Generic agents may weaken seats while trusted content retains value.,HYPOTHESIS,S04
C035,Wolters Kluwer,asset,5,20,"Tax, clinical and compliance content embedded in expert tools. Verify exclusivity and practical reuse.",HYPOTHESIS,S06
C035,Wolters Kluwer,ai_leverage,4,20,"AI can convert reference content into validated research, drafting and compliance work. Incremental financial materiality remains unmeasured.",HYPOTHESIS,S06
C035,Wolters Kluwer,feedback,4,15,"Editorial enrichment, citations, licensed archives and trusted professional workflows. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,S06
C035,Wolters Kluwer,testability,4,10,"Benchmark against generic models and new specialist entrants on blinded jurisdiction-specific tasks, including total human checking time.",HYPOTHESIS,S06
C035,Wolters Kluwer,distribution,5,15,"Tax, clinical and compliance content embedded in expert tools. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,S06
C035,Wolters Kluwer,capture,5,20,Paid workflow expansion can exceed lost search seats if customers trust the output and need the underlying content rights. Company-specific risk: Tenant data restrictions and willingness to pay for AI add-ons.,HYPOTHESIS,S06
C036,Thomson Reuters,asset,5,20,Legal and tax content with verification and workflow tools. Verify exclusivity and practical reuse.,HYPOTHESIS,S05
C036,Thomson Reuters,ai_leverage,4,20,"AI can convert reference content into validated research, drafting and compliance work. Incremental financial materiality remains unmeasured.",HYPOTHESIS,S05
C036,Thomson Reuters,feedback,4,15,"Editorial enrichment, citations, licensed archives and trusted professional workflows. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,S05
C036,Thomson Reuters,testability,4,10,"Benchmark against generic models and new specialist entrants on blinded jurisdiction-specific tasks, including total human checking time.",HYPOTHESIS,S05
C036,Thomson Reuters,distribution,5,15,Legal and tax content with verification and workflow tools. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,S05
C036,Thomson Reuters,capture,5,20,Paid workflow expansion can exceed lost search seats if customers trust the output and need the underlying content rights. Company-specific risk: Customer content is not available for a pooled training flywheel.,HYPOTHESIS,S05
C037,Intuit,asset,5,20,"Accounting, tax and small-business transaction workflows. Verify exclusivity and practical reuse.",HYPOTHESIS,S07
C037,Intuit,ai_leverage,5,20,"AI can perform more bookkeeping, payroll, compliance or industry-specific administration inside the existing workflow. Incremental financial materiality remains unmeasured.",HYPOTHESIS,S07
C037,Intuit,feedback,4,15,"Domain-specific systems of record, transaction context and implementation knowledge. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,S07
C037,Intuit,testability,4,10,"Track customer cohorts, usage rights and total bill changes. Include customers that cancel or downgrade.",HYPOTHESIS,S07
C037,Intuit,distribution,5,15,"Accounting, tax and small-business transaction workflows. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,S07
C037,Intuit,capture,4,20,"Outcome or transaction pricing can expand revenue per customer, if seat loss and model costs remain smaller. Company-specific risk: Seat substitution, competition and support costs of autonomous work.",HYPOTHESIS,S07
C038,Veeva Systems,asset,5,20,Life-sciences commercial and development software workflows. Verify exclusivity and practical reuse.,HYPOTHESIS,
C038,Veeva Systems,ai_leverage,4,20,"AI can perform more bookkeeping, payroll, compliance or industry-specific administration inside the existing workflow. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C038,Veeva Systems,feedback,4,15,"Domain-specific systems of record, transaction context and implementation knowledge. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C038,Veeva Systems,testability,4,10,"Track customer cohorts, usage rights and total bill changes. Include customers that cancel or downgrade.",HYPOTHESIS,
C038,Veeva Systems,distribution,5,15,Life-sciences commercial and development software workflows. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
C038,Veeva Systems,capture,4,20,"Outcome or transaction pricing can expand revenue per customer, if seat loss and model costs remain smaller. Company-specific risk: Customer data rights and transition execution.",HYPOTHESIS,
C039,Constellation Software,asset,4,20,Portfolio of niche vertical software customer relationships. Verify exclusivity and practical reuse.,HYPOTHESIS,
C039,Constellation Software,ai_leverage,3,20,"AI can perform more bookkeeping, payroll, compliance or industry-specific administration inside the existing workflow. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C039,Constellation Software,feedback,4,15,"Domain-specific systems of record, transaction context and implementation knowledge. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C039,Constellation Software,testability,4,10,"Track customer cohorts, usage rights and total bill changes. Include customers that cancel or downgrade.",HYPOTHESIS,
C039,Constellation Software,distribution,5,15,Portfolio of niche vertical software customer relationships. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
C039,Constellation Software,capture,4,20,"Outcome or transaction pricing can expand revenue per customer, if seat loss and model costs remain smaller. Company-specific risk: Decentralized products vary widely in AI readiness and exposure.",HYPOTHESIS,
C040,ADP,asset,4,20,"Payroll, employer distribution and regulatory workflows. Verify exclusivity and practical reuse.",HYPOTHESIS,
C040,ADP,ai_leverage,4,20,"AI can perform more bookkeeping, payroll, compliance or industry-specific administration inside the existing workflow. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C040,ADP,feedback,4,15,"Domain-specific systems of record, transaction context and implementation knowledge. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C040,ADP,testability,4,10,"Track customer cohorts, usage rights and total bill changes. Include customers that cancel or downgrade.",HYPOTHESIS,
C040,ADP,distribution,5,15,"Payroll, employer distribution and regulatory workflows. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,
C040,ADP,capture,4,20,"Outcome or transaction pricing can expand revenue per customer, if seat loss and model costs remain smaller. Company-specific risk: Error liability and pricing of automated administration.",HYPOTHESIS,
C041,SAP,asset,5,20,"Enterprise processes, permissions and systems of record. Verify exclusivity and practical reuse.",HYPOTHESIS,S08
C041,SAP,ai_leverage,4,20,AI agents can coordinate transactions across enterprise workflows with existing authorization and audit controls. Incremental financial materiality remains unmeasured.,HYPOTHESIS,S08
C041,SAP,feedback,4,15,"Business process definitions, permissions, integrations and systems of record. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,S08
C041,SAP,testability,4,10,"Measure completed workflows with customer-level cash cost, including integration and human exception handling.",HYPOTHESIS,S08
C041,SAP,distribution,5,15,"Enterprise processes, permissions and systems of record. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,S08
C041,SAP,capture,5,20,Control of execution and compliance may preserve economics even as user interfaces change. Company-specific risk: Third-party agents could capture the user relationship.,HYPOTHESIS,S08
C042,ServiceNow,asset,4,20,"Service workflows, permissions and enterprise integrations. Verify exclusivity and practical reuse.",HYPOTHESIS,
C042,ServiceNow,ai_leverage,4,20,AI agents can coordinate transactions across enterprise workflows with existing authorization and audit controls. Incremental financial materiality remains unmeasured.,HYPOTHESIS,
C042,ServiceNow,feedback,4,15,"Business process definitions, permissions, integrations and systems of record. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C042,ServiceNow,testability,4,10,"Measure completed workflows with customer-level cash cost, including integration and human exception handling.",HYPOTHESIS,
C042,ServiceNow,distribution,5,15,"Service workflows, permissions and enterprise integrations. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,
C042,ServiceNow,capture,5,20,Control of execution and compliance may preserve economics even as user interfaces change. Company-specific risk: AI spend may substitute for seats or invite competing orchestration.,HYPOTHESIS,
C043,Salesforce,asset,4,20,Customer workflows and installed CRM distribution. Verify exclusivity and practical reuse.,HYPOTHESIS,
C043,Salesforce,ai_leverage,4,20,AI agents can coordinate transactions across enterprise workflows with existing authorization and audit controls. Incremental financial materiality remains unmeasured.,HYPOTHESIS,
C043,Salesforce,feedback,4,15,"Business process definitions, permissions, integrations and systems of record. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C043,Salesforce,testability,4,10,"Measure completed workflows with customer-level cash cost, including integration and human exception handling.",HYPOTHESIS,
C043,Salesforce,distribution,5,15,Customer workflows and installed CRM distribution. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
C043,Salesforce,capture,4,20,Control of execution and compliance may preserve economics even as user interfaces change. Company-specific risk: Customer-owned data and seat cannibalization.,HYPOTHESIS,
C044,Synopsys,asset,5,20,"Chip design, verification and engineering toolchains. Verify exclusivity and practical reuse.",HYPOTHESIS,S16
C044,Synopsys,ai_leverage,5,20,AI can explore design spaces and generate candidate implementations while deterministic tools validate constraints. Incremental financial materiality remains unmeasured.,HYPOTHESIS,S16
C044,Synopsys,feedback,4,15,"Solvers, design-rule knowledge, verified toolchains and workflow integration. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,S16
C044,Synopsys,testability,4,10,"Compare designs under identical constraints, compute budgets and signoff criteria. Keep customer IP permissions explicit.",HYPOTHESIS,S16
C044,Synopsys,distribution,5,15,"Chip design, verification and engineering toolchains. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,S16
C044,Synopsys,capture,5,20,"Validated outputs and deep workflow integration can support software pricing or more design volume. Company-specific risk: Compute cost, integration complexity and customer IP restrictions.",HYPOTHESIS,S16
C045,Cadence Design Systems,asset,5,20,Design and verification toolchains and solver expertise. Verify exclusivity and practical reuse.,HYPOTHESIS,
C045,Cadence Design Systems,ai_leverage,5,20,AI can explore design spaces and generate candidate implementations while deterministic tools validate constraints. Incremental financial materiality remains unmeasured.,HYPOTHESIS,
C045,Cadence Design Systems,feedback,4,15,"Solvers, design-rule knowledge, verified toolchains and workflow integration. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C045,Cadence Design Systems,testability,4,10,"Compare designs under identical constraints, compute budgets and signoff criteria. Keep customer IP permissions explicit.",HYPOTHESIS,
C045,Cadence Design Systems,distribution,5,15,Design and verification toolchains and solver expertise. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
C045,Cadence Design Systems,capture,5,20,Validated outputs and deep workflow integration can support software pricing or more design volume. Company-specific risk: Pricing may not capture all customer engineering savings.,HYPOTHESIS,
C046,Dassault Systèmes,asset,4,20,Engineering workflows and digital product models. Verify exclusivity and practical reuse.,HYPOTHESIS,
C046,Dassault Systèmes,ai_leverage,4,20,AI can explore design spaces and generate candidate implementations while deterministic tools validate constraints. Incremental financial materiality remains unmeasured.,HYPOTHESIS,
C046,Dassault Systèmes,feedback,4,15,"Solvers, design-rule knowledge, verified toolchains and workflow integration. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C046,Dassault Systèmes,testability,4,10,"Compare designs under identical constraints, compute budgets and signoff criteria. Keep customer IP permissions explicit.",HYPOTHESIS,
C046,Dassault Systèmes,distribution,5,15,Engineering workflows and digital product models. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
C046,Dassault Systèmes,capture,4,20,Validated outputs and deep workflow integration can support software pricing or more design volume. Company-specific risk: Complex implementations and customer data permissions.,HYPOTHESIS,
C047,Autodesk,asset,4,20,"Design files, creation workflows and professional distribution. Verify exclusivity and practical reuse.",HYPOTHESIS,
C047,Autodesk,ai_leverage,4,20,AI can explore design spaces and generate candidate implementations while deterministic tools validate constraints. Incremental financial materiality remains unmeasured.,HYPOTHESIS,
C047,Autodesk,feedback,4,15,"Solvers, design-rule knowledge, verified toolchains and workflow integration. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C047,Autodesk,testability,4,10,"Compare designs under identical constraints, compute budgets and signoff criteria. Keep customer IP permissions explicit.",HYPOTHESIS,
C047,Autodesk,distribution,5,15,"Design files, creation workflows and professional distribution. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,
C047,Autodesk,capture,4,20,Validated outputs and deep workflow integration can support software pricing or more design volume. Company-specific risk: Agents may reduce seat demand and software differentiation.,HYPOTHESIS,
C048,TSMC,asset,5,20,"Process expertise, yield learning and foundry customer relationships. Verify exclusivity and practical reuse.",HYPOTHESIS,
C048,TSMC,ai_leverage,5,20,"AI can improve defect detection, equipment uptime and process-window search. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C048,TSMC,feedback,4,15,"Process recipes, yield histories, metrology and installed production equipment. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C048,TSMC,testability,3,10,"Compare matched tools, wafers and process stages. Account for learning curves that existed before AI deployment.",HYPOTHESIS,
C048,TSMC,distribution,5,15,"Process expertise, yield learning and foundry customer relationships. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,
C048,TSMC,capture,4,20,Leading yields and equipment service value may raise returns. This is separate from selling more capacity to AI customers. Company-specific risk: Geopolitical concentration and capital intensity.,HYPOTHESIS,
C049,ASML,asset,5,20,"Lithography systems, installed-base service and engineering know-how. Verify exclusivity and practical reuse.",HYPOTHESIS,
C049,ASML,ai_leverage,4,20,"AI can improve defect detection, equipment uptime and process-window search. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C049,ASML,feedback,4,15,"Process recipes, yield histories, metrology and installed production equipment. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C049,ASML,testability,3,10,"Compare matched tools, wafers and process stages. Account for learning curves that existed before AI deployment.",HYPOTHESIS,
C049,ASML,distribution,5,15,"Lithography systems, installed-base service and engineering know-how. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,
C049,ASML,capture,4,20,Leading yields and equipment service value may raise returns. This is separate from selling more capacity to AI customers. Company-specific risk: Export constraints and customer capital-spending cycles.,HYPOTHESIS,
C050,Applied Materials,asset,4,20,Process equipment and service relationships. Verify exclusivity and practical reuse.,HYPOTHESIS,
C050,Applied Materials,ai_leverage,4,20,"AI can improve defect detection, equipment uptime and process-window search. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C050,Applied Materials,feedback,4,15,"Process recipes, yield histories, metrology and installed production equipment. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C050,Applied Materials,testability,3,10,"Compare matched tools, wafers and process stages. Account for learning curves that existed before AI deployment.",HYPOTHESIS,
C050,Applied Materials,distribution,5,15,Process equipment and service relationships. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
C050,Applied Materials,capture,4,20,Leading yields and equipment service value may raise returns. This is separate from selling more capacity to AI customers. Company-specific risk: Cyclicality and restricted customer process data.,HYPOTHESIS,
C051,KLA,asset,5,20,Inspection and metrology workflows. Verify exclusivity and practical reuse.,HYPOTHESIS,
C051,KLA,ai_leverage,5,20,"AI can improve defect detection, equipment uptime and process-window search. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C051,KLA,feedback,4,15,"Process recipes, yield histories, metrology and installed production equipment. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C051,KLA,testability,4,10,"Compare matched tools, wafers and process stages. Account for learning curves that existed before AI deployment.",HYPOTHESIS,
C051,KLA,distribution,5,15,Inspection and metrology workflows. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
C051,KLA,capture,4,20,Leading yields and equipment service value may raise returns. This is separate from selling more capacity to AI customers. Company-specific risk: Node transitions and customer capex confound productivity claims.,HYPOTHESIS,
C052,Microsoft,asset,5,20,"Enterprise distribution, cloud and developer ecosystem. Verify exclusivity and practical reuse.",HYPOTHESIS,
C052,Microsoft,ai_leverage,5,20,AI can improve internal engineering and customer products while platform distribution enables deployment. Incremental financial materiality remains unmeasured.,HYPOTHESIS,
C052,Microsoft,feedback,4,15,"Cloud infrastructure, developer ecosystems, distribution and operating datasets. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C052,Microsoft,testability,4,10,"Value cloud, software, advertising and retail separately. Do not count the same AI revenue as both customer savings and supplier profit.",HYPOTHESIS,
C052,Microsoft,distribution,5,15,"Enterprise distribution, cloud and developer ecosystem. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,
C052,Microsoft,capture,5,20,"Usage revenue and ecosystem control can capture value, but compute investment and model competition can absorb it. Company-specific risk: Compute spending, cannibalization and returns on AI infrastructure.",HYPOTHESIS,
C053,Amazon,asset,5,20,"Cloud, retail fulfillment and operating feedback. Verify exclusivity and practical reuse.",HYPOTHESIS,S21
C053,Amazon,ai_leverage,5,20,AI can improve internal engineering and customer products while platform distribution enables deployment. Incremental financial materiality remains unmeasured.,HYPOTHESIS,S21
C053,Amazon,feedback,5,15,"Cloud infrastructure, developer ecosystems, distribution and operating datasets. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,S21
C053,Amazon,testability,4,10,"Value cloud, software, advertising and retail separately. Do not count the same AI revenue as both customer savings and supplier profit.",HYPOTHESIS,S21
C053,Amazon,distribution,5,15,"Cloud, retail fulfillment and operating feedback. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,S21
C053,Amazon,capture,5,20,"Usage revenue and ecosystem control can capture value, but compute investment and model competition can absorb it. Company-specific risk: Retail productivity and cloud AI capital returns must be separated.",HYPOTHESIS,S21
C054,Alphabet,asset,5,20,"Search distribution, advertising feedback and cloud infrastructure. Verify exclusivity and practical reuse.",HYPOTHESIS,
C054,Alphabet,ai_leverage,5,20,AI can improve internal engineering and customer products while platform distribution enables deployment. Incremental financial materiality remains unmeasured.,HYPOTHESIS,
C054,Alphabet,feedback,5,15,"Cloud infrastructure, developer ecosystems, distribution and operating datasets. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C054,Alphabet,testability,4,10,"Value cloud, software, advertising and retail separately. Do not count the same AI revenue as both customer savings and supplier profit.",HYPOTHESIS,
C054,Alphabet,distribution,5,15,"Search distribution, advertising feedback and cloud infrastructure. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,
C054,Alphabet,capture,4,20,"Usage revenue and ecosystem control can capture value, but compute investment and model competition can absorb it. Company-specific risk: AI may cannibalize profitable search while adding compute cost.",HYPOTHESIS,
C055,Accenture,asset,3,20,Enterprise relationships and transformation delivery expertise. Verify exclusivity and practical reuse.,HYPOTHESIS,
C055,Accenture,ai_leverage,3,20,AI can reduce the labor required for delivery and increase project throughput. Incremental financial materiality remains unmeasured.,HYPOTHESIS,
C055,Accenture,feedback,4,15,"Implementation expertise, customer access and operational delivery knowledge. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C055,Accenture,testability,4,10,"Compare contract types and project cohorts, controlling for offshoring, utilization and wage changes.",HYPOTHESIS,
C055,Accenture,distribution,5,15,Enterprise relationships and transformation delivery expertise. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
C055,Accenture,capture,2,20,Fixed-price or outcome contracts can retain savings. Hourly billing may shrink revenue as productivity improves. Company-specific risk: Fewer billable hours and client insourcing.,HYPOTHESIS,
C056,Tata Consultancy Services,asset,3,20,Large delivery organization and customer process knowledge. Verify exclusivity and practical reuse.,HYPOTHESIS,
C056,Tata Consultancy Services,ai_leverage,3,20,AI can reduce the labor required for delivery and increase project throughput. Incremental financial materiality remains unmeasured.,HYPOTHESIS,
C056,Tata Consultancy Services,feedback,4,15,"Implementation expertise, customer access and operational delivery knowledge. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C056,Tata Consultancy Services,testability,4,10,"Compare contract types and project cohorts, controlling for offshoring, utilization and wage changes.",HYPOTHESIS,
C056,Tata Consultancy Services,distribution,5,15,Large delivery organization and customer process knowledge. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
C056,Tata Consultancy Services,capture,2,20,Fixed-price or outcome contracts can retain savings. Hourly billing may shrink revenue as productivity improves. Company-specific risk: Labor-arbitrage economics may weaken as coding automates.,HYPOTHESIS,
C057,Palo Alto Networks,asset,4,20,Security platform distribution and threat-response workflows. Verify exclusivity and practical reuse.,HYPOTHESIS,
C057,Palo Alto Networks,ai_leverage,5,20,"AI can triage incidents, correlate signals and accelerate response while attackers also use AI. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C057,Palo Alto Networks,feedback,4,15,"Threat telemetry, endpoint distribution, response workflows and security expertise. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C057,Palo Alto Networks,testability,4,10,Use independent adversarial evaluations and production incident cohorts. Never substitute demo detection for real-world coverage.,HYPOTHESIS,
C057,Palo Alto Networks,distribution,5,15,Security platform distribution and threat-response workflows. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
C057,Palo Alto Networks,capture,4,20,"Trusted security platforms can retain spending if detection quality and integration outperform cheaper bundled tools. Company-specific risk: Bundling, integration and AI-enabled attacks.",HYPOTHESIS,
C058,CrowdStrike,asset,4,20,Endpoint telemetry and security operations workflows. Verify exclusivity and practical reuse.,HYPOTHESIS,S22
C058,CrowdStrike,ai_leverage,5,20,"AI can triage incidents, correlate signals and accelerate response while attackers also use AI. Incremental financial materiality remains unmeasured.",HYPOTHESIS,S22
C058,CrowdStrike,feedback,5,15,"Threat telemetry, endpoint distribution, response workflows and security expertise. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,S22
C058,CrowdStrike,testability,4,10,Use independent adversarial evaluations and production incident cohorts. Never substitute demo detection for real-world coverage.,HYPOTHESIS,S22
C058,CrowdStrike,distribution,5,15,Endpoint telemetry and security operations workflows. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,S22
C058,CrowdStrike,capture,4,20,Trusted security platforms can retain spending if detection quality and integration outperform cheaper bundled tools. Company-specific risk: Correlated service failures and adversarial adaptation.,HYPOTHESIS,S22
C059,Siemens,asset,5,20,"Industrial controls, engineering software and installed equipment. Verify exclusivity and practical reuse.",HYPOTHESIS,S20
C059,Siemens,ai_leverage,4,20,"AI can improve commissioning, anomaly detection and energy optimization across existing equipment. Incremental financial materiality remains unmeasured.",HYPOTHESIS,S20
C059,Siemens,feedback,4,15,"Installed controls, engineering channels, operational telemetry and service expertise. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,S20
C059,Siemens,testability,4,10,"Compare similar production cells before staged rollout, controlling for maintenance and capital upgrades.",HYPOTHESIS,S20
C059,Siemens,distribution,5,15,"Industrial controls, engineering software and installed equipment. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,S20
C059,Siemens,capture,4,20,Installed-base integration and service contracts may monetize customer downtime savings. Company-specific risk: Customer integration costs and data access limit scale.,HYPOTHESIS,S20
C060,Schneider Electric,asset,4,20,Power-management installed base and industrial software channels. Verify exclusivity and practical reuse.,HYPOTHESIS,
C060,Schneider Electric,ai_leverage,4,20,"AI can improve commissioning, anomaly detection and energy optimization across existing equipment. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C060,Schneider Electric,feedback,4,15,"Installed controls, engineering channels, operational telemetry and service expertise. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C060,Schneider Electric,testability,4,10,"Compare similar production cells before staged rollout, controlling for maintenance and capital upgrades.",HYPOTHESIS,
C060,Schneider Electric,distribution,5,15,Power-management installed base and industrial software channels. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
C060,Schneider Electric,capture,4,20,Installed-base integration and service contracts may monetize customer downtime savings. Company-specific risk: AI infrastructure demand can obscure actual operating productivity.,HYPOTHESIS,
C061,ABB,asset,4,20,Electrification and automation installed base. Verify exclusivity and practical reuse.,HYPOTHESIS,
C061,ABB,ai_leverage,4,20,"AI can improve commissioning, anomaly detection and energy optimization across existing equipment. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C061,ABB,feedback,4,15,"Installed controls, engineering channels, operational telemetry and service expertise. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C061,ABB,testability,4,10,"Compare similar production cells before staged rollout, controlling for maintenance and capital upgrades.",HYPOTHESIS,
C061,ABB,distribution,5,15,Electrification and automation installed base. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
