id,company,primary_area,secondary_areas,home_market,research_group,asset_hypothesis,ai_use_case,feedback_hypothesis,principal_risk,proof_kpi,evidence_stage,company_source_ids,source_scope,evidence_confidence,score_kind,structural_prior,asset,ai_leverage,feedback,testability,distribution,capture,valuation_status,valuation_date,price,fair_value,valuation_score,diligence_priority,investable_status,as_of
C052,Microsoft,I06,I03,United States,Information Technology,"Enterprise distribution, cloud and developer ecosystem",AI can improve internal engineering and customer products while platform distribution enables deployment.,"Cloud infrastructure, developer ecosystems, distribution and operating datasets outcomes can improve decisions only if reusable rights and labels exist.","Compute spending, cannibalization and returns on AI infrastructure",Cash return on incremental AI infrastructure; cost per completed task; non-AI segment productivity,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,95.0,5,5,4,4,5,5,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C053,Amazon,I06,C01;D03,United States,Information Technology,"Cloud, retail fulfillment and operating feedback",AI can improve internal engineering and customer products while platform distribution enables deployment.,"Cloud infrastructure, developer ecosystems, distribution and operating datasets outcomes can improve decisions only if reusable rights and labels exist.",Retail productivity and cloud AI capital returns must be separated,Cash return on incremental AI infrastructure; cost per completed task; non-AI segment productivity,E1,S21,company-specific description,limited,analyst structural prior; not evidence-validated,98.0,5,5,5,4,5,5,NOT_ASSESSED,,,,,P1,RESEARCH_ONLY,2026-09-11
C054,Alphabet,I06,T02,United States,Information Technology,"Search distribution, advertising feedback and cloud infrastructure",AI can improve internal engineering and customer products while platform distribution enables deployment.,"Cloud infrastructure, developer ecosystems, distribution and operating datasets outcomes can improve decisions only if reusable rights and labels exist.",AI may cannibalize profitable search while adding compute cost,Cash return on incremental AI infrastructure; cost per completed task; non-AI segment productivity,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,94.0,5,5,5,4,5,4,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C055,Accenture,I07,,Ireland,Information Technology,Enterprise relationships and transformation delivery expertise,AI can reduce the labor required for delivery and increase project throughput.,"Implementation expertise, customer access and operational delivery knowledge outcomes can improve decisions only if reusable rights and labels exist.",Fewer billable hours and client insourcing,Gross profit per project; revenue and profit per delivery employee; outcome-contract share,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,67.0,3,3,4,4,5,2,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C056,Tata Consultancy Services,I07,,India,Information Technology,Large delivery organization and customer process knowledge,AI can reduce the labor required for delivery and increase project throughput.,"Implementation expertise, customer access and operational delivery knowledge outcomes can improve decisions only if reusable rights and labels exist.",Labor-arbitrage economics may weaken as coding automates,Gross profit per project; revenue and profit per delivery employee; outcome-contract share,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,67.0,3,3,4,4,5,2,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C057,Palo Alto Networks,I08,,United States,Information Technology,Security platform distribution and threat-response workflows,"AI can triage incidents, correlate signals and accelerate response while attackers also use AI.","Threat telemetry, endpoint distribution, response workflows and security expertise outcomes can improve decisions only if reusable rights and labels exist.","Bundling, integration and AI-enabled attacks",False positives at fixed detection rate; analyst hours per incident; net retention,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,87.0,4,5,4,4,5,4,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C058,CrowdStrike,I08,,United States,Information Technology,Endpoint telemetry and security operations workflows,"AI can triage incidents, correlate signals and accelerate response while attackers also use AI.","Threat telemetry, endpoint distribution, response workflows and security expertise outcomes can improve decisions only if reusable rights and labels exist.",Correlated service failures and adversarial adaptation,False positives at fixed detection rate; analyst hours per incident; net retention,E1,S22,company-specific description,limited,analyst structural prior; not evidence-validated,90.0,4,5,5,4,5,4,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C059,Siemens,D01,I04,Germany,Industrials,"Industrial controls, engineering software and installed equipment","AI can improve commissioning, anomaly detection and energy optimization across existing equipment.","Installed controls, engineering channels, operational telemetry and service expertise outcomes can improve decisions only if reusable rights and labels exist.",Customer integration costs and data access limit scale,Commissioning hours; unplanned downtime per operating hour; recurring software attach,E2,S20,company-specific description,limited,analyst structural prior; not evidence-validated,87.0,5,4,4,4,5,4,NOT_ASSESSED,,,,,P1,RESEARCH_ONLY,2026-09-11
C060,Schneider Electric,D01,I04;U01,France,Industrials,Power-management installed base and industrial software channels,"AI can improve commissioning, anomaly detection and energy optimization across existing equipment.","Installed controls, engineering channels, operational telemetry and service expertise outcomes can improve decisions only if reusable rights and labels exist.",AI infrastructure demand can obscure actual operating productivity,Commissioning hours; unplanned downtime per operating hour; recurring software attach,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,83.0,4,4,4,4,5,4,NOT_ASSESSED,,,,,P1,RESEARCH_ONLY,2026-09-11
C061,ABB,D01,,Switzerland,Industrials,Electrification and automation installed base,"AI can improve commissioning, anomaly detection and energy optimization across existing equipment.","Installed controls, engineering channels, operational telemetry and service expertise outcomes can improve decisions only if reusable rights and labels exist.",Business perimeter and customer deployment vary by division,Commissioning hours; unplanned downtime per operating hour; recurring software attach,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,83.0,4,4,4,4,5,4,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C062,Deere,D02,I03,United States,Industrials,"Agricultural machines, dealer distribution and field workflows","Computer vision and autonomy can reduce inputs, operator burden and idle time.","Equipment fleets, dealer networks, field telemetry and work-cycle knowledge outcomes can improve decisions only if reusable rights and labels exist.","Farm economics, interoperability and paid adoption",Input cost per acre at equal yield; tonnes per machine-hour; paid software renewals,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,91.0,5,5,4,4,5,4,NOT_ASSESSED,,,,,P1,RESEARCH_ONLY,2026-09-11
C063,Caterpillar,D02,,United States,Industrials,"Equipment fleets, dealers and service relationships","Computer vision and autonomy can reduce inputs, operator burden and idle time.","Equipment fleets, dealer networks, field telemetry and work-cycle knowledge outcomes can improve decisions only if reusable rights and labels exist.",Commodity cycles and customer-owned operational data,Input cost per acre at equal yield; tonnes per machine-hour; paid software renewals,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,81.0,4,4,4,3,5,4,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C064,Komatsu,D02,,Japan,Industrials,Construction and mining machinery and fleet knowledge,"Computer vision and autonomy can reduce inputs, operator burden and idle time.","Equipment fleets, dealer networks, field telemetry and work-cycle knowledge outcomes can improve decisions only if reusable rights and labels exist.",Hardware cycles and difficult field validation,Input cost per acre at equal yield; tonnes per machine-hour; paid software renewals,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,81.0,4,4,4,3,5,4,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C065,DHL Group,D03,,Germany,Industrials,Shipment networks and route-level operating knowledge,"AI can improve routing, load matching, maintenance and network placement.","Route density, shipment flows, depot networks and asset histories outcomes can improve decisions only if reusable rights and labels exist.",Price competition and labor contracts pass savings through,Cost per delivered unit at fixed service level; empty miles; asset utilization,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,79.0,4,4,4,4,5,3,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C066,UPS,D03,,United States,Industrials,Parcel network density and delivery history,"AI can improve routing, load matching, maintenance and network placement.","Route density, shipment flows, depot networks and asset histories outcomes can improve decisions only if reusable rights and labels exist.",Volume changes and labor costs dominate unit economics,Cost per delivered unit at fixed service level; empty miles; asset utilization,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,79.0,4,4,4,4,5,3,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C067,Canadian National Railway,D03,,Canada,Industrials,Rail network and maintenance records,"AI can improve routing, load matching, maintenance and network placement.","Route density, shipment flows, depot networks and asset histories outcomes can improve decisions only if reusable rights and labels exist.",Safety constraints and traffic mix limit automation,Cost per delivered unit at fixed service level; empty miles; asset utilization,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,73.0,4,3,4,3,5,3,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C068,Safran,D04,,France,Industrials,Civil engine and aircraft-equipment service knowledge,"AI can improve engineering, inspection and predictive maintenance while certification constrains deployment.","Certified designs, fleet-service records, engineering expertise and installed engines outcomes can improve decisions only if reusable rights and labels exist.",Long-tail engineering liabilities and certification,Unscheduled removals per flight-hour; time on wing; service margin at equal contract mix,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,83.0,5,4,4,2,5,4,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C069,GE Aerospace,D04,,United States,Industrials,Engine fleet and service contract experience,"AI can improve engineering, inspection and predictive maintenance while certification constrains deployment.","Certified designs, fleet-service records, engineering expertise and installed engines outcomes can improve decisions only if reusable rights and labels exist.",Lower maintenance may reduce billable work under some contracts,Unscheduled removals per flight-hour; time on wing; service margin at equal contract mix,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,83.0,5,4,4,2,5,4,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C070,Waste Management,D05,,United States,Industrials,"Local route density, disposal assets and commercial contracts","AI can improve dispatch, sorting, service planning and customer support.","Local route density, asset records and recurring commercial contracts outcomes can improve decisions only if reusable rights and labels exist.",Automation capex and municipal repricing,Cost per stop or tonne; contamination rate; contract contribution margin,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,73.0,4,3,4,3,5,3,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C071,Cintas,D05,,United States,Industrials,Recurring service routes and customer relationships,"AI can improve dispatch, sorting, service planning and customer support.","Local route density, asset records and recurring commercial contracts outcomes can improve decisions only if reusable rights and labels exist.",Much of the work remains physical and labor-intensive,Cost per stop or tonne; contamination rate; contract contribution margin,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,66.0,3,3,3,3,5,3,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C072,Linde,M01,E01,United States,Materials,Industrial gas process plants and long customer contracts,"AI can propose formulations and optimize process conditions, improving experiment throughput and resource intensity.","Formulation libraries, application expertise, process plants and customer qualification outcomes can improve decisions only if reusable rights and labels exist.",Contract pass-through and energy prices determine retention,Qualified products per R&D euro; energy per tonne at equal quality; plant uptime,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,81.0,4,4,4,3,5,4,NOT_ASSESSED,,,,,P1,RESEARCH_ONLY,2026-09-11
C073,BASF,M01,,Germany,Materials,"Chemical processes, formulation knowledge and integrated plants","AI can propose formulations and optimize process conditions, improving experiment throughput and resource intensity.","Formulation libraries, application expertise, process plants and customer qualification outcomes can improve decisions only if reusable rights and labels exist.",Commodity exposure and energy disadvantage can overwhelm AI,Qualified products per R&D euro; energy per tonne at equal quality; plant uptime,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,69.0,4,3,4,3,5,2,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C074,dsm-firmenich,M01,,Switzerland,Materials,"Nutrition, fragrance and formulation expertise","AI can propose formulations and optimize process conditions, improving experiment throughput and resource intensity.","Formulation libraries, application expertise, process plants and customer qualification outcomes can improve decisions only if reusable rights and labels exist.","Integration, customer qualification and changing business perimeter",Qualified products per R&D euro; energy per tonne at equal quality; plant uptime,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,81.0,4,4,4,3,5,4,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C075,Rio Tinto,M02,,United Kingdom,Materials,Orebody knowledge and large mining operations,"AI can improve grade control, ore sorting and maintenance, raising recoverable output from existing assets.","Orebody knowledge, geological records, equipment fleets and processing plants outcomes can improve decisions only if reusable rights and labels exist.","Grade, commodity prices and project execution dominate",Recovery at fixed head grade; cost per recovered unit; availability,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,73.0,4,3,4,3,5,3,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C076,BHP,M02,,Australia,Materials,Resource assets and processing operations,"AI can improve grade control, ore sorting and maintenance, raising recoverable output from existing assets.","Orebody knowledge, geological records, equipment fleets and processing plants outcomes can improve decisions only if reusable rights and labels exist.","Commodity cycles, royalties and sustaining capital",Recovery at fixed head grade; cost per recovered unit; availability,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,73.0,4,3,4,3,5,3,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C077,Alibaba,C01,I06,China,Consumer Discretionary,"Commerce distribution, merchants and operating data","AI can improve matching, inventory allocation and merchandising while reducing seller or service work.","Transaction histories, seller networks, customer access and fulfillment or merchandising systems outcomes can improve decisions only if reusable rights and labels exist.","Governance, competition and regulatory constraints",Contribution per order after fulfillment; inventory turns at fixed availability; seller retention,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,87.0,5,4,4,4,5,4,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C078,MercadoLibre,C01,F04,Uruguay,Consumer Discretionary,"Commerce, logistics and payment relationships","AI can improve matching, inventory allocation and merchandising while reducing seller or service work.","Transaction histories, seller networks, customer access and fulfillment or merchandising systems outcomes can improve decisions only if reusable rights and labels exist.","Credit losses, currency and subsidized growth",Contribution per order after fulfillment; inventory turns at fixed availability; seller retention,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,94.0,5,5,5,4,5,4,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C079,Inditex,C01,,Spain,Consumer Discretionary,"Merchandising, store network and inventory feedback","AI can improve matching, inventory allocation and merchandising while reducing seller or service work.","Transaction histories, seller networks, customer access and fulfillment or merchandising systems outcomes can improve decisions only if reusable rights and labels exist.",Brand demand and inventory discipline may explain gains without AI,Contribution per order after fulfillment; inventory turns at fixed availability; seller retention,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,83.0,4,4,4,4,5,4,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C080,Uber,C02,,United States,Consumer Discretionary,"Mobility demand, matching and driver-market density","AI can improve matching, itinerary planning and support, increasing utilization and conversion.","Demand density, supply relationships, transaction context and booking infrastructure outcomes can improve decisions only if reusable rights and labels exist.",Autonomous fleet owners or agents may capture economics,Contribution per trip or booking; repeat use; support cost per completed transaction,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,91.0,5,5,4,4,5,4,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C081,Booking Holdings,C02,,United States,Consumer Discretionary,"Travel demand, supplier relationships and conversion history","AI can improve matching, itinerary planning and support, increasing utilization and conversion.","Demand density, supply relationships, transaction context and booking infrastructure outcomes can improve decisions only if reusable rights and labels exist.",AI agents may bypass discovery and reduce commissions,Contribution per trip or booking; repeat use; support cost per completed transaction,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,87.0,5,4,4,4,5,4,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C082,Amadeus IT Group,C02,I02,Spain,Consumer Discretionary,Travel reservations and airline operating workflows,"AI can improve matching, itinerary planning and support, increasing utilization and conversion.","Demand density, supply relationships, transaction context and booking infrastructure outcomes can improve decisions only if reusable rights and labels exist.",Airline bargaining power and distribution change,Contribution per trip or booking; repeat use; support cost per completed transaction,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,87.0,5,4,4,4,5,4,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C083,Toyota Motor,C03,,Japan,Consumer Discretionary,Manufacturing knowledge and global service network,"AI can improve design, production quality and service diagnostics. Autonomous driving is a separate capital-intensive thesis.","Manufacturing expertise, engineering data, vehicle fleets and service distribution outcomes can improve decisions only if reusable rights and labels exist.","Product mix, EV competition and software execution",Warranty cost per comparable vehicle; engineering hours per validated platform; factory yield,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,73.0,4,3,4,3,5,3,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C084,BMW,C03,,Germany,Consumer Discretionary,"Premium vehicles, engineering and manufacturing knowledge","AI can improve design, production quality and service diagnostics. Autonomous driving is a separate capital-intensive thesis.","Manufacturing expertise, engineering data, vehicle fleets and service distribution outcomes can improve decisions only if reusable rights and labels exist.",Geographic competitiveness and price pressure can outweigh savings,Warranty cost per comparable vehicle; engineering hours per validated platform; factory yield,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,69.0,4,3,4,3,5,2,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C085,Nike,C04,,United States,Consumer Discretionary,"Brand, product archive and distribution",AI can improve demand forecasting and product iteration while reducing marketing production cost.,"Brand equity, product archives, direct customer relationships and distribution outcomes can improve decisions only if reusable rights and labels exist.",Brand relevance and channel strategy overwhelm generic AI tools,Full-price sell-through; inventory turns; contribution after marketing,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,66.0,3,3,3,3,5,3,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C086,LVMH,C04,,France,Consumer Discretionary,"Scarce brands, design history and customer relationships",AI can improve demand forecasting and product iteration while reducing marketing production cost.,"Brand equity, product archives, direct customer relationships and distribution outcomes can improve decisions only if reusable rights and labels exist.",AI content may dilute scarcity and luxury demand remains cyclical,Full-price sell-through; inventory turns; contribution after marketing,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,70.0,3,3,3,3,5,4,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C087,Unilever,S01,,United Kingdom,Consumer Staples,"Brands, formulations and distribution","AI can improve formulation, demand planning and plant operations.","Formulation know-how, brands, distribution and manufacturing networks outcomes can improve decisions only if reusable rights and labels exist.",Retailer bargaining and promotions absorb savings,Waste and energy per unit; launch success by cohort; contribution after trade spend,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,73.0,4,3,4,3,5,3,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C088,Nestlé,S01,,Switzerland,Consumer Staples,"Food research, brands and manufacturing networks","AI can improve formulation, demand planning and plant operations.","Formulation know-how, brands, distribution and manufacturing networks outcomes can improve decisions only if reusable rights and labels exist.",Product execution and input prices dominate small AI gains,Waste and energy per unit; launch success by cohort; contribution after trade spend,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,73.0,4,3,4,3,5,3,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C089,Procter & Gamble,S01,,United States,Consumer Staples,"Consumer brands, process knowledge and retail distribution","AI can improve formulation, demand planning and plant operations.","Formulation know-how, brands, distribution and manufacturing networks outcomes can improve decisions only if reusable rights and labels exist.",Savings may flow into trade spending and price competition,Waste and energy per unit; launch success by cohort; contribution after trade spend,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,77.0,4,3,4,3,5,4,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C090,Walmart,S02,,United States,Consumer Staples,"Store network, purchase data and fulfillment capacity","AI can improve replenishment, reduce spoilage and support store labor productivity.","Store networks, inventory flows, purchase histories and customer relationships outcomes can improve decisions only if reusable rights and labels exist.",Low-price strategy intentionally shares productivity with customers,Waste at equal availability; labor hours per basket; member renewal,E2,S11,company-specific description,limited,analyst structural prior; not evidence-validated,90.0,5,5,5,4,5,3,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C091,Costco,S02,,United States,Consumer Staples,Membership and warehouse distribution,"AI can improve replenishment, reduce spoilage and support store labor productivity.","Store networks, inventory flows, purchase histories and customer relationships outcomes can improve decisions only if reusable rights and labels exist.",Deliberate low markups limit direct margin capture,Waste at equal availability; labor hours per basket; member renewal,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,72.0,4,3,3,4,5,3,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C092,Deutsche Telekom,T01,,Germany,Communication Services,Network infrastructure and subscriber relationships,"AI can optimize network energy, fault resolution and service operations.","Network telemetry, spectrum, customer relationships and local infrastructure outcomes can improve decisions only if reusable rights and labels exist.","Tariff competition, subsidiaries and regulation dilute capture",Energy per traffic unit; fault repair time; cash cost per subscriber,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,73.0,4,3,4,3,5,3,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C093,Singtel,T01,,Singapore,Communication Services,Regional connectivity and enterprise relationships,"AI can optimize network energy, fault resolution and service operations.","Network telemetry, spectrum, customer relationships and local infrastructure outcomes can improve decisions only if reusable rights and labels exist.",Business mix and affiliated operators complicate attribution,Energy per traffic unit; fault repair time; cash cost per subscriber,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,69.0,3,3,4,3,5,3,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C094,Meta Platforms,T02,,United States,Communication Services,Audience distribution and advertising feedback,AI can improve recommendations and advertiser tools while lowering some production costs.,"Audience access, engagement signals, content libraries and recommendation systems outcomes can improve decisions only if reusable rights and labels exist.","Ad saturation, privacy and growing compute costs",Incremental advertiser conversion; retention; contribution after content and compute costs,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,94.0,5,5,5,4,5,4,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C095,Netflix,T02,,United States,Communication Services,Audience relationships and viewing feedback,AI can improve recommendations and advertiser tools while lowering some production costs.,"Audience access, engagement signals, content libraries and recommendation systems outcomes can improve decisions only if reusable rights and labels exist.",Content economics and creative quality dominate recommendation gains,Incremental advertiser conversion; retention; contribution after content and compute costs,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,83.0,4,4,4,4,5,4,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C096,Shell,E01,,United Kingdom,Energy,"Energy assets, subsurface knowledge and operating history","AI can improve reservoir interpretation, drilling decisions and predictive maintenance.","Subsurface records, engineering workflows, operating assets and customer deployment channels outcomes can improve decisions only if reusable rights and labels exist.",Commodity prices and capital allocation dominate outcomes,Nonproductive rig time; recovery or production at fixed geology; cost per unit,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,73.0,4,3,4,3,5,3,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C097,SLB,E01,,United States,Energy,Subsurface workflows and energy-service relationships,"AI can improve reservoir interpretation, drilling decisions and predictive maintenance.","Subsurface records, engineering workflows, operating assets and customer deployment channels outcomes can improve decisions only if reusable rights and labels exist.",Customers may retain AI savings through contract repricing,Nonproductive rig time; recovery or production at fixed geology; cost per unit,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,81.0,4,4,4,3,5,4,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C098,Iberdrola,U01,,Spain,Utilities,"Grid, renewable assets and operating data","AI can improve load forecasting, maintenance and dispatch or leakage management.","Grid or network telemetry, physical assets and local service obligations outcomes can improve decisions only if reusable rights and labels exist.",Regulatory sharing and capital requirements limit retained gains,Outage duration; network losses; controllable operating cost per customer,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,69.0,4,3,4,3,5,2,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C099,Prologis,R01,,United States,Real Estate,Logistics property locations and tenant relationships,"AI can improve maintenance, leasing support and energy management. Data-center rent growth is an AI-demand thesis with different economics.","Locations, tenant relationships, building systems and operating scale outcomes can improve decisions only if reusable rights and labels exist.",Lease structure can transfer energy savings to tenants,Same-property NOI at fixed occupancy; owner-retained energy savings; leasing cost,E0,,no company-specific source reviewed,low,analyst structural prior; not evidence-validated,62.0,3,3,3,3,5,2,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
C100,CBRE Group,R02,,United States,Real Estate,Facilities workflows and property-service relationships,"AI can improve building operations, valuation support and service delivery using property-specific context.","Transaction observations, facilities operations and client workflows outcomes can improve decisions only if reusable rights and labels exist.",Client data rights and property cycles obscure AI profit,Contribution per facilities contract; work-order resolution cost; client renewal,E1,S13,company-specific description,limited,analyst structural prior; not evidence-validated,75.0,4,3,4,4,5,3,NOT_ASSESSED,,,,,P2,RESEARCH_ONLY,2026-09-11
